Training Epochs,AverageReturn,NormReturn,L_Act,L_Crit,Weight,kl
0,0.0,0.0,13.885982250913884,17.418781531172154,0.334267,1.0
1,0.0,0.0,18.445236201381682,1.823506284558773,0.3812086,1.0
2,0.0,0.0,18.273255360507964,1.650213844102621,0.38779765,1.0
3,0.0,0.0,17.1077542137146,1.9605112692177296,0.42215976,1.0
4,0.0,0.0,14.991800087547302,1.6042306802988053,0.4362217,1.0
5,0.0,0.0,13.292298357486725,1.3324179772496223,0.42198887,1.0
6,0.1,0.1,12.979393430805207,1.3441647695779801,0.40284765,1.0
7,0.2,0.2,13.205450436210633,1.359415128481388,0.40809962,1.0
8,0.0,0.0,13.57830601272583,1.3617770190536975,0.4008533,1.0
9,0.0,0.0,14.047681128215789,1.3171957723081111,0.393808,1.0
10,0.4,0.4,14.241909381389618,1.1806706932663917,0.4021533,1.0
11,0.3,0.3,14.060117297554017,1.0753666903018952,0.42339355,1.0
12,0.0,0.0,13.440890210914612,0.9630620382905006,0.43719178,1.0
13,0.4,0.4,12.85576382226944,0.9138737504839897,0.43662363,1.0
14,0.0,0.0,12.561341977405547,0.9018168580561876,0.42878047,1.0
15,0.0,0.0,12.600659944629669,0.897880318403244,0.4142459,1.0
16,0.7,0.7,12.924805662441253,0.8875325473278761,0.413133,1.0
17,0.6,0.6,12.981689796447753,0.8513324222683907,0.4238709,1.0
18,0.5,0.5,12.868717630386353,0.8259436082005501,0.43016505,1.0
19,0.5,0.5,12.798509744739533,0.8073233517408371,0.42516112,1.0
20,0.8,0.8,12.90903293170929,0.7968001957803965,0.4189381,1.0
21,0.8,0.8,13.029301862335204,0.7818771919488907,0.42007872,1.0
22,0.7,0.7,12.95406559047699,0.7650620083838702,0.42401543,1.0
23,0.8,0.8,12.628521320056915,0.7158277105927467,0.4327504,1.0
24,0.7,0.7,12.16422380771637,0.6789816975831986,0.43443516,1.0
25,0.9,0.9,11.837652907752991,0.665343524262309,0.42574805,1.0
26,0.5,0.5,11.727739193344116,0.6572823895871639,0.41564512,1.0
27,1.0,1.0,11.820652571773529,0.6368603366553783,0.41392794,1.0
28,0.7,0.7,11.848606655693054,0.6154529212474823,0.42066798,1.0
29,0.5,0.5,11.855219996452332,0.6160824822753668,0.42313007,1.0
30,0.8,0.8,11.815716278839112,0.5961247448116541,0.42478028,1.0
31,0.7,0.7,11.68350538110733,0.5946405286699533,0.42568517,1.0
32,1.0,1.0,11.709141158866883,0.5743783900141716,0.42339826,1.0
33,0.9,0.9,11.776553963899612,0.5591857391446828,0.42286953,1.0
34,0.8,0.8,11.795012727069855,0.5522657572865486,0.42306542,1.0
35,0.7,0.7,11.930743854427337,0.5477206455737352,0.4228371,1.0
36,0.4,0.4,11.856626086473465,0.5408795932337642,0.42897323,1.0
37,0.5,0.5,11.816984454774856,0.5336914988964796,0.424616,1.0
38,0.6,0.6,11.83533173646927,0.5227291396766901,0.42676446,1.0
39,0.6,0.6,11.824198539924621,0.518627712315321,0.42672774,1.0
40,0.8,0.8,11.883180435180664,0.5128274137854576,0.42397657,1.0
41,0.8,0.8,11.945772709083558,0.4999461743041873,0.4252422,1.0
42,0.6,0.6,11.920635823965073,0.4937596614122391,0.4247494,1.0
43,0.7,0.7,11.943018824768066,0.49156987991184,0.4204293,1.0
44,0.7,0.7,11.996275435733795,0.49212804295122625,0.42056426,1.0
45,0.7,0.7,12.096912848997116,0.4890423309862614,0.41962636,1.0
46,0.7,0.7,12.077792024898528,0.4822690106362104,0.42495117,1.0
47,0.6,0.6,12.058990524578094,0.4813662971898913,0.42138827,1.0
48,0.7,0.7,12.067009563159942,0.4775818196982145,0.41965762,1.0
49,0.4,0.4,12.144132556247712,0.4716233577519655,0.4222537,1.0
50,0.7,0.7,12.158785548496246,0.46605095168501137,0.423099,1.0
51,0.8,0.8,12.193019970035554,0.4624689472541213,0.42223847,1.0
52,0.9,0.9,12.199852079677582,0.4617612445443869,0.4176463,1.0
53,0.5,0.5,12.273945466899871,0.46090197357684376,0.41541055,1.0
54,0.8,0.8,12.255104318332672,0.4657022238343954,0.41912422,1.0
55,0.8,0.8,12.386243013858795,0.46948688816875217,0.41696212,1.0
56,0.9,0.9,12.375303602313995,0.4658622312039137,0.4158629,1.0
57,0.7,0.7,12.4203755443573,0.4640934879258275,0.41694844,1.0
58,0.7,0.7,12.543168379497528,0.4647642126113176,0.412366,1.0
59,0.7,0.7,12.632300588321685,0.46010321101993323,0.41699103,1.0
60,0.6,0.6,12.597521166706086,0.4549926758289337,0.41956308,1.0
61,0.9,0.9,12.497617462825776,0.45215922886431215,0.42020625,1.0
62,0.6,0.6,12.583137244987487,0.4569694265291095,0.41411173,1.0
63,0.9,0.9,12.687550818824768,0.455781054854393,0.41756544,1.0
64,0.6,0.6,12.724338205718993,0.450073920814693,0.4217957,1.0
65,0.6,0.6,12.672409469223023,0.4453401991531253,0.4198744,1.0
66,0.6,0.6,12.679562950611114,0.4345888645410538,0.42026582,1.0
67,0.3,0.3,12.754495575332642,0.43916729536801574,0.416908,1.0
68,0.5,0.5,12.813409425640106,0.43509560865610836,0.4183211,1.0
69,0.5,0.5,12.915781732463836,0.4339135218977928,0.41955703,1.0
70,0.5,0.5,12.905739737606048,0.4431053823426366,0.41948673,1.0
71,0.7,0.7,12.994947439193725,0.44992872954010965,0.42167968,1.0
72,0.8,0.8,12.920501202487946,0.443373479680717,0.42494765,1.0
73,1.0,1.0,12.818111865329742,0.4394372336149216,0.42473125,1.0
74,0.7,0.7,12.72988134393692,0.43757197325378655,0.42081562,1.0
75,0.9,0.9,12.703727283096313,0.42353937989622353,0.41902128,1.0
76,0.6,0.6,12.671606826114655,0.41724925845712424,0.41991836,1.0
77,0.8,0.8,12.641787918281555,0.4159846617206931,0.41912636,1.0
78,0.9,0.9,12.665542559719086,0.40788327344059944,0.4200457,1.0
79,0.6,0.6,12.682236175251006,0.4012330089122057,0.41859785,1.0
80,0.7,0.7,12.701400484275817,0.39697459476739166,0.41938573,1.0
81,0.8,0.8,12.726487593078613,0.39873720304220917,0.4161201,1.0
82,0.9,0.9,12.81465881843567,0.404399732196331,0.41975313,1.0
83,0.9,0.9,12.810635087966919,0.40594067924171684,0.4197252,1.0
84,1.0,1.0,12.838640713882446,0.40758676359951496,0.42285937,1.0
85,0.6,0.6,12.803399307727814,0.4045730523943901,0.42290235,1.0
86,0.8,0.8,12.886314732265472,0.4017963644325733,0.4186502,1.0
87,1.0,1.0,12.873053962039947,0.40111782428473236,0.42419335,1.0
88,0.7,0.7,12.85188570690155,0.40910349953323605,0.42155156,1.0
89,0.8,0.8,12.898129050254822,0.4082303945362568,0.42050546,1.0
90,1.0,1.0,12.913622005844116,0.4108693158358335,0.41834375,1.0
91,0.7,0.7,12.873517138195037,0.41123047081679104,0.4204791,1.0
92,0.8,0.8,12.860426981067658,0.4129911240696907,0.42014787,1.0
93,0.8,0.8,12.818156654167176,0.4165918488368392,0.42137247,1.0
94,0.7,0.7,12.783354941272735,0.4200123055592179,0.42001718,1.0
95,0.8,0.8,12.764778336143493,0.42747733313590286,0.41847345,1.0
96,0.9,0.9,12.711733317756654,0.41871625569313764,0.4174082,1.0
97,0.8,0.8,12.757792935466766,0.4204481007009745,0.41765487,1.0
98,0.8,0.8,12.776391853713989,0.41304030099511146,0.4201377,1.0
99,0.9,0.9,12.783781392478943,0.4074227464005351,0.4199002,1.0
