Training Epochs,AverageReturn,NormReturn,L_Act,L_Crit,Weight,kl
0,0.2,0.2,12.985208889951185,20.10282080310825,0.5729206,1.0
1,0.9,0.9,26.67914262313843,2.412940909934044,0.64143056,1.0
2,0.9,0.9,30.834575059318542,1.7113627396821975,0.6078976,1.0
3,0.7,0.7,33.39953090400696,1.463304593372345,0.59053963,1.0
4,0.9,0.9,34.38560735397339,1.3112818079650401,0.5870819,1.0
5,0.9,0.9,34.60428516998291,1.2078518944740295,0.589519,1.0
6,1.0,1.0,34.37195830879212,1.1026131661355496,0.59660965,1.0
7,0.9,0.9,34.04310083808899,1.0546812977910043,0.5998134,1.0
8,0.9,0.9,33.84465465087891,1.0286411639630795,0.6004076,1.0
9,0.9,0.9,33.75490307884216,0.9967290812373162,0.6023174,1.0
10,0.7,0.7,33.733158478546144,0.9851891183495521,0.603091,1.0
11,0.9,0.9,33.79989459819794,0.9741272099792957,0.60354716,1.0
12,0.7,0.7,33.85885829296112,0.9709552853941917,0.6059264,1.0
13,0.8,0.8,33.968482196235655,0.9572431610524654,0.6052482,1.0
14,0.6,0.6,34.17394614086151,0.9592100471794606,0.60492575,1.0
15,0.6,0.6,34.342122685432436,0.9676061707675457,0.6070392,1.0
16,0.7,0.7,34.513080768585205,0.9718432453870773,0.60674846,1.0
17,0.6,0.6,34.676676950645444,0.9721923970222474,0.6067595,1.0
18,0.5,0.5,34.845103258895875,0.962871320527792,0.6080831,1.0
19,0.6,0.6,34.918442332839966,0.9605639985501766,0.60851467,1.0
20,0.3,0.3,34.873901622962954,0.9543059978127479,0.6086473,1.0
21,0.2,0.2,34.85795627307892,0.9446663203001022,0.60816765,1.0
22,0.8,0.8,34.869723641204835,0.9219774425387383,0.60787636,1.0
23,0.7,0.7,34.77247333869934,0.9028715394198894,0.6094862,1.0
24,0.6,0.6,34.6990224275589,0.8835084770798683,0.61018175,1.0
25,0.5,0.5,34.62042315711975,0.8736108918190002,0.61102766,1.0
26,0.5,0.5,34.484974340820315,0.8618464054524898,0.61202,1.0
27,0.8,0.8,34.34165402622223,0.8567897456914186,0.6147481,1.0
28,0.6,0.6,34.20276728191376,0.8478135803669691,0.6168996,1.0
29,0.7,0.7,34.051358111190794,0.8399238164663315,0.6170256,1.0
30,0.8,0.8,33.907812273216244,0.8195423925846815,0.6189328,1.0
31,0.5,0.5,33.76195400657654,0.8183932896345854,0.62077016,1.0
32,0.3,0.3,33.69584844245911,0.8196235862404108,0.6226541,1.0
33,0.7,0.7,33.60288232383728,0.8187140053510666,0.6243373,1.0
34,0.9,0.9,33.39687970771789,0.8077022122919559,0.62538576,1.0
35,0.5,0.5,33.26899184894562,0.8205545656502247,0.62642705,1.0
36,0.5,0.5,33.163600646209716,0.8105625627666712,0.6279167,1.0
37,0.8,0.8,33.07268397274017,0.8006605487078429,0.62788093,1.0
38,0.5,0.5,32.90162674541473,0.7958523367315531,0.6301228,1.0
39,0.9,0.9,32.829778356933595,0.8095351019918918,0.62969685,1.0
40,0.8,0.8,32.76975427818299,0.8026708863407374,0.63199687,1.0
41,0.9,0.9,32.64783360710144,0.7899088533759118,0.632077,1.0
42,0.8,0.8,32.5445220413208,0.7906555805295706,0.63307655,1.0
43,0.8,0.8,32.442284233284,0.790524584659934,0.63474774,1.0
44,0.5,0.5,32.37590094089508,0.7919063536077737,0.63499653,1.0
45,0.7,0.7,32.289185936355594,0.7817062800645829,0.63588196,1.0
46,0.9,0.9,32.14481571178436,0.7833220992177725,0.6373162,1.0
47,0.9,0.9,32.02069638118744,0.7809928492963314,0.63720125,1.0
48,0.6,0.6,31.933929589271546,0.7767952109903097,0.6396334,1.0
49,0.7,0.7,31.818814077568053,0.7819313270926476,0.64047337,1.0
50,0.6,0.6,31.7329121799469,0.7741660064697266,0.6416144,1.0
51,0.6,0.6,31.61407308330536,0.7768266069084406,0.6424501,1.0
52,0.8,0.8,31.611611218261718,0.7787622529625893,0.64105076,1.0
53,1.0,1.0,31.47570257282257,0.770013001319766,0.64537764,1.0
54,0.8,0.8,31.394110098075867,0.7798134918540717,0.64405745,1.0
55,0.7,0.7,31.323361644744875,0.7749194986402989,0.6449597,1.0
56,0.8,0.8,31.21153200645447,0.768754473760724,0.6461625,1.0
57,0.7,0.7,31.1439380569458,0.7754042596966029,0.6470401,1.0
58,0.9,0.9,31.09076680908203,0.7698821190655232,0.6475287,1.0
59,0.9,0.9,31.012242877578736,0.7726777555078268,0.6486387,1.0
60,0.9,0.9,31.030342080497743,0.7788744533360005,0.64705545,1.0
61,1.0,1.0,30.987271211814882,0.7685785856574774,0.6483407,1.0
62,0.8,0.8,30.886030017852782,0.7728754771709442,0.6493717,1.0
63,0.8,0.8,30.843931231307984,0.7680915078610182,0.65081865,1.0
64,0.9,0.9,30.747318255615234,0.7680240596354008,0.652374,1.0
65,0.8,0.8,30.695325903701782,0.7665578964471818,0.651779,1.0
66,0.9,0.9,30.669622065734863,0.7673655372262002,0.6529893,1.0
67,0.8,0.8,30.556719988059996,0.7557029186010361,0.6541398,1.0
68,0.8,0.8,30.478273228263856,0.7599119590461254,0.6541988,1.0
69,0.9,0.9,30.421252578544618,0.7575342702031136,0.65508544,1.0
70,0.9,0.9,30.419000186538696,0.7625562594950199,0.6544107,1.0
71,0.7,0.7,30.364417398643493,0.7616485359251499,0.6563933,1.0
72,0.7,0.7,30.297801001930235,0.7602913417130709,0.65586424,1.0
73,0.8,0.8,30.281262378883362,0.7538334382593632,0.6567631,1.0
74,0.7,0.7,30.28058648338318,0.7585630371809006,0.65669256,1.0
75,0.6,0.6,30.25521381549835,0.7563899791806936,0.65730184,1.0
76,0.8,0.8,30.186559477233885,0.7569528467029333,0.65782934,1.0
77,0.8,0.8,30.14558128566742,0.7608345515370369,0.65801954,1.0
78,0.9,0.9,30.08954007511139,0.7606063872843981,0.65861857,1.0
79,0.9,0.9,30.054039543533325,0.7602023657858372,0.65938735,1.0
80,0.7,0.7,29.972933490753174,0.7597822527825833,0.6609692,1.0
81,0.8,0.8,29.912976190948488,0.7559581808209419,0.6616855,1.0
82,0.8,0.8,29.847462628936768,0.7510146940410137,0.6614326,1.0
83,0.8,0.8,29.790279051017762,0.7517311343073845,0.6628087,1.0
84,1.0,1.0,29.690701179885863,0.7620813776105643,0.66327757,1.0
85,0.8,0.8,29.67605852394104,0.75926736394763,0.66332966,1.0
86,0.9,0.9,29.59745282497406,0.7582575127184391,0.6634644,1.0
87,0.8,0.8,29.590644987297058,0.7548037569731474,0.66516465,1.0
88,0.9,0.9,29.563742584228514,0.7557401135355234,0.66495526,1.0
89,0.8,0.8,29.502274900627135,0.7502017813980579,0.6662555,1.0
90,0.9,0.9,29.491271589279176,0.7541870718717575,0.66615343,1.0
