step,dataset_idx,raw_frame,next_raw_frame,recon_mean,recon_sum,kl_raw,num_keypoints
2.400000000000000000e+01,2.139000000000000000e+03,2.445000000000000000e+03,2.447000000000000000e+03,7.555990945547819138e-03,6.044792756438255310e-02,7.403845787048339844e+00,3.200000000000000000e+01
2.500000000000000000e+01,2.141000000000000000e+03,2.447000000000000000e+03,2.448000000000000000e+03,3.532733395695686340e-02,2.826186716556549072e-01,7.429235458374023438e+00,3.200000000000000000e+01
2.600000000000000000e+01,2.142000000000000000e+03,2.448000000000000000e+03,2.449000000000000000e+03,1.659077703952789307e-01,1.327262163162231445e+00,7.459960460662841797e+00,3.200000000000000000e+01
2.700000000000000000e+01,2.143000000000000000e+03,2.449000000000000000e+03,2.450000000000000000e+03,1.693168771453201771e-03,1.354535017162561417e-02,7.472876071929931641e+00,3.200000000000000000e+01
2.800000000000000000e+01,2.144000000000000000e+03,2.450000000000000000e+03,2.452000000000000000e+03,4.939028061926364899e-03,3.951222449541091919e-02,7.566584110260009766e+00,3.200000000000000000e+01
2.900000000000000000e+01,2.146000000000000000e+03,2.452000000000000000e+03,2.453000000000000000e+03,6.390841305255889893e-02,5.112673044204711914e-01,7.439796447753906250e+00,3.200000000000000000e+01
3.000000000000000000e+01,2.147000000000000000e+03,2.453000000000000000e+03,2.454000000000000000e+03,1.500070989131927490e-01,1.200056791305541992e+00,7.596929550170898438e+00,3.200000000000000000e+01
3.100000000000000000e+01,2.148000000000000000e+03,2.454000000000000000e+03,2.455000000000000000e+03,2.789363265037536621e-02,2.231490612030029297e-01,7.583750724792480469e+00,3.200000000000000000e+01
3.200000000000000000e+01,2.149000000000000000e+03,2.455000000000000000e+03,2.457000000000000000e+03,5.945784598588943481e-02,4.756627678871154785e-01,7.598140716552734375e+00,3.200000000000000000e+01
3.300000000000000000e+01,2.151000000000000000e+03,2.457000000000000000e+03,2.458000000000000000e+03,5.610675364732742310e-02,4.488540291786193848e-01,7.672138690948486328e+00,3.200000000000000000e+01
3.400000000000000000e+01,2.152000000000000000e+03,2.458000000000000000e+03,2.459000000000000000e+03,1.234185993671417236e-01,9.873487949371337891e-01,7.605822086334228516e+00,3.200000000000000000e+01
3.500000000000000000e+01,2.153000000000000000e+03,2.459000000000000000e+03,2.460000000000000000e+03,1.427307724952697754e-02,1.141846179962158203e-01,7.699978351593017578e+00,3.200000000000000000e+01
3.600000000000000000e+01,2.154000000000000000e+03,2.460000000000000000e+03,2.462000000000000000e+03,2.014590427279472351e-02,1.611672341823577881e-01,7.537022590637207031e+00,3.200000000000000000e+01
3.700000000000000000e+01,2.156000000000000000e+03,2.462000000000000000e+03,2.463000000000000000e+03,2.562303096055984497e-02,2.049842476844787598e-01,7.683588027954101562e+00,3.200000000000000000e+01
3.800000000000000000e+01,2.157000000000000000e+03,2.463000000000000000e+03,2.492000000000000000e+03,1.281324326992034912e-01,1.025059461593627930e+00,7.527086734771728516e+00,3.200000000000000000e+01
3.900000000000000000e+01,2.186000000000000000e+03,2.492000000000000000e+03,2.494000000000000000e+03,8.569779247045516968e-02,6.855823397636413574e-01,7.235671043395996094e+00,3.200000000000000000e+01
4.000000000000000000e+01,2.188000000000000000e+03,2.494000000000000000e+03,2.497000000000000000e+03,5.758818611502647400e-02,4.607054889202117920e-01,7.331102848052978516e+00,3.200000000000000000e+01
4.100000000000000000e+01,2.191000000000000000e+03,2.497000000000000000e+03,2.500000000000000000e+03,2.505138516426086426e-02,2.004110813140869141e-01,7.414400100708007812e+00,3.200000000000000000e+01
