step,dataset_idx,raw_frame,next_raw_frame,recon_mean,recon_sum,kl_raw,num_keypoints
1.700000000000000000e+01,2.790000000000000000e+03,3.192000000000000000e+03,3.209000000000000000e+03,1.204816531389951706e-02,9.638532251119613647e-02,6.582100391387939453e+00,3.200000000000000000e+01
1.800000000000000000e+01,2.807000000000000000e+03,3.209000000000000000e+03,3.214000000000000000e+03,2.393963813781738281e+00,1.915171051025390625e+01,7.109733581542968750e+00,3.200000000000000000e+01
1.900000000000000000e+01,2.812000000000000000e+03,3.214000000000000000e+03,3.239000000000000000e+03,2.113073468208312988e-01,1.690458774566650391e+00,7.273344993591308594e+00,3.200000000000000000e+01
2.000000000000000000e+01,2.837000000000000000e+03,3.239000000000000000e+03,3.241000000000000000e+03,9.372943639755249023e-02,7.498354911804199219e-01,6.374480247497558594e+00,3.200000000000000000e+01
2.100000000000000000e+01,2.839000000000000000e+03,3.241000000000000000e+03,3.242000000000000000e+03,5.210101976990699768e-02,4.168081581592559814e-01,6.594781875610351562e+00,3.200000000000000000e+01
2.200000000000000000e+01,2.840000000000000000e+03,3.242000000000000000e+03,3.243000000000000000e+03,1.130653172731399536e-01,9.045225381851196289e-01,6.697540283203125000e+00,3.200000000000000000e+01
2.300000000000000000e+01,2.841000000000000000e+03,3.243000000000000000e+03,3.244000000000000000e+03,9.811407327651977539e-02,7.849125862121582031e-01,6.312157154083251953e+00,3.200000000000000000e+01
2.400000000000000000e+01,2.842000000000000000e+03,3.244000000000000000e+03,3.246000000000000000e+03,2.064409404993057251e-01,1.651527523994445801e+00,5.793020248413085938e+00,3.200000000000000000e+01
2.500000000000000000e+01,2.844000000000000000e+03,3.246000000000000000e+03,3.247000000000000000e+03,3.365891426801681519e-02,2.692713141441345215e-01,6.472498416900634766e+00,3.200000000000000000e+01
2.600000000000000000e+01,2.845000000000000000e+03,3.247000000000000000e+03,3.248000000000000000e+03,9.583260118961334229e-02,7.666608095169067383e-01,6.005075454711914062e+00,3.200000000000000000e+01
2.700000000000000000e+01,2.846000000000000000e+03,3.248000000000000000e+03,3.249000000000000000e+03,4.133198782801628113e-02,3.306559026241302490e-01,6.053707122802734375e+00,3.200000000000000000e+01
2.800000000000000000e+01,2.847000000000000000e+03,3.249000000000000000e+03,3.251000000000000000e+03,7.583507895469665527e-02,6.066806316375732422e-01,6.490744113922119141e+00,3.200000000000000000e+01
2.900000000000000000e+01,2.849000000000000000e+03,3.251000000000000000e+03,3.252000000000000000e+03,7.935798168182373047e-02,6.348638534545898438e-01,7.224389553070068359e+00,3.200000000000000000e+01
3.000000000000000000e+01,2.850000000000000000e+03,3.252000000000000000e+03,3.253000000000000000e+03,4.161530733108520508e-02,3.329224586486816406e-01,6.818019866943359375e+00,3.200000000000000000e+01
3.100000000000000000e+01,2.851000000000000000e+03,3.253000000000000000e+03,3.254000000000000000e+03,3.425455465912818909e-02,2.740364372730255127e-01,7.253626823425292969e+00,3.200000000000000000e+01
3.200000000000000000e+01,2.852000000000000000e+03,3.254000000000000000e+03,3.256000000000000000e+03,1.111250594258308411e-01,8.890004754066467285e-01,7.087840080261230469e+00,3.200000000000000000e+01
3.300000000000000000e+01,2.854000000000000000e+03,3.256000000000000000e+03,3.257000000000000000e+03,1.066479831933975220e-02,8.531838655471801758e-02,7.014032363891601562e+00,3.200000000000000000e+01
3.400000000000000000e+01,2.855000000000000000e+03,3.257000000000000000e+03,3.258000000000000000e+03,6.230090856552124023e-01,4.984072685241699219e+00,7.816600799560546875e+00,3.200000000000000000e+01
3.500000000000000000e+01,2.856000000000000000e+03,3.258000000000000000e+03,3.261000000000000000e+03,1.229775071144104004e+00,9.838200569152832031e+00,7.695048332214355469e+00,3.200000000000000000e+01
3.600000000000000000e+01,2.859000000000000000e+03,3.261000000000000000e+03,3.286000000000000000e+03,1.223909780383110046e-01,9.791278243064880371e-01,7.225856781005859375e+00,3.200000000000000000e+01
3.700000000000000000e+01,2.884000000000000000e+03,3.286000000000000000e+03,3.287000000000000000e+03,2.998122572898864746e-01,2.398498058319091797e+00,7.220867633819580078e+00,3.200000000000000000e+01
3.800000000000000000e+01,2.885000000000000000e+03,3.287000000000000000e+03,3.289000000000000000e+03,2.068266868591308594e-01,1.654613494873046875e+00,7.614323616027832031e+00,3.200000000000000000e+01
3.900000000000000000e+01,2.887000000000000000e+03,3.289000000000000000e+03,3.292000000000000000e+03,1.538843214511871338e-01,1.231074571609497070e+00,6.880146980285644531e+00,3.200000000000000000e+01
4.000000000000000000e+01,2.890000000000000000e+03,3.292000000000000000e+03,3.296000000000000000e+03,3.252360820770263672e-01,2.601888656616210938e+00,8.134784698486328125e+00,3.200000000000000000e+01
