step,dataset_idx,raw_frame,next_raw_frame,recon_mean,recon_sum,kl_raw,num_keypoints
2.100000000000000000e+01,3.276000000000000000e+03,3.747000000000000000e+03,3.749000000000000000e+03,8.173157274723052979e-02,6.538525819778442383e-01,7.457921028137207031e+00,3.200000000000000000e+01
2.200000000000000000e+01,3.278000000000000000e+03,3.749000000000000000e+03,3.750000000000000000e+03,2.374902740120887756e-02,1.899922192096710205e-01,7.307993888854980469e+00,3.200000000000000000e+01
2.300000000000000000e+01,3.279000000000000000e+03,3.750000000000000000e+03,3.751000000000000000e+03,1.561032049357891083e-02,1.248825639486312866e-01,7.356494903564453125e+00,3.200000000000000000e+01
2.400000000000000000e+01,3.280000000000000000e+03,3.751000000000000000e+03,3.752000000000000000e+03,1.615878008306026459e-02,1.292702406644821167e-01,7.343728065490722656e+00,3.200000000000000000e+01
2.500000000000000000e+01,3.281000000000000000e+03,3.752000000000000000e+03,3.754000000000000000e+03,1.006352901458740234e-02,8.050823211669921875e-02,7.592204093933105469e+00,3.200000000000000000e+01
2.600000000000000000e+01,3.283000000000000000e+03,3.754000000000000000e+03,3.755000000000000000e+03,9.445136412978172302e-03,7.556109130382537842e-02,7.436677455902099609e+00,3.200000000000000000e+01
2.700000000000000000e+01,3.284000000000000000e+03,3.755000000000000000e+03,3.756000000000000000e+03,8.688680082559585571e-02,6.950944066047668457e-01,7.390294075012207031e+00,3.200000000000000000e+01
2.800000000000000000e+01,3.285000000000000000e+03,3.756000000000000000e+03,3.757000000000000000e+03,2.134132385253906250e-02,1.707305908203125000e-01,7.470173358917236328e+00,3.200000000000000000e+01
2.900000000000000000e+01,3.286000000000000000e+03,3.757000000000000000e+03,3.759000000000000000e+03,3.659376502037048340e-02,2.927501201629638672e-01,7.629357337951660156e+00,3.200000000000000000e+01
3.000000000000000000e+01,3.288000000000000000e+03,3.759000000000000000e+03,3.760000000000000000e+03,1.234270446002483368e-02,9.874163568019866943e-02,7.624897003173828125e+00,3.200000000000000000e+01
3.100000000000000000e+01,3.289000000000000000e+03,3.760000000000000000e+03,3.761000000000000000e+03,4.824955016374588013e-02,3.859964013099670410e-01,7.638481616973876953e+00,3.200000000000000000e+01
3.200000000000000000e+01,3.290000000000000000e+03,3.761000000000000000e+03,3.763000000000000000e+03,6.636747159063816071e-03,5.309397727251052856e-02,7.616116523742675781e+00,3.200000000000000000e+01
3.300000000000000000e+01,3.292000000000000000e+03,3.763000000000000000e+03,3.764000000000000000e+03,5.633369833230972290e-02,4.506695866584777832e-01,7.826286315917968750e+00,3.200000000000000000e+01
3.400000000000000000e+01,3.293000000000000000e+03,3.764000000000000000e+03,3.789000000000000000e+03,8.537981659173965454e-02,6.830385327339172363e-01,7.390384674072265625e+00,3.200000000000000000e+01
3.500000000000000000e+01,3.318000000000000000e+03,3.789000000000000000e+03,3.792000000000000000e+03,5.605633184313774109e-02,4.484506547451019287e-01,7.321700096130371094e+00,3.200000000000000000e+01
3.600000000000000000e+01,3.321000000000000000e+03,3.792000000000000000e+03,3.795000000000000000e+03,6.701506674289703369e-02,5.361205339431762695e-01,7.614636898040771484e+00,3.200000000000000000e+01
3.700000000000000000e+01,3.324000000000000000e+03,3.795000000000000000e+03,3.797000000000000000e+03,3.062769584357738495e-02,2.450215667486190796e-01,7.703951358795166016e+00,3.200000000000000000e+01
