Training Epochs,AverageReturn,NormReturn,L_Act,L_Crit,Weight,kl
0,0.0,0.0,24.346547475168297,17.83816134017706,0.5027033,1.0
1,0.0,0.0,29.32776494617462,1.610237055402994,0.49104062,1.0
2,0.0,0.0,31.20133960170746,1.5878151856005192,0.48335654,1.0
3,0.0,0.0,31.324630336761473,1.4340215891957282,0.5004597,1.0
4,0.0,0.0,30.202548430633545,1.232847180390358,0.5142968,1.0
5,0.0,0.0,27.692309998703003,1.03361609942317,0.5446144,1.0
6,0.0,0.0,24.834528570747377,1.0176608160257339,0.56500155,1.0
7,0.0,0.0,23.07524017829895,1.1792424185156822,0.5715329,1.0
8,0.0,0.0,22.68705661087036,1.1943350767016412,0.5669683,1.0
9,0.0,0.0,22.786373209953307,1.0283656592398882,0.57105637,1.0
10,0.0,0.0,22.515088894462586,0.9458117185860873,0.580024,1.0
11,0.0,0.0,21.928626569747927,0.909181861397624,0.5859593,1.0
12,0.0,0.0,21.370680432987214,0.8765202436864377,0.58690125,1.0
13,0.0,0.0,20.93507811279297,0.8438898416638374,0.58892494,1.0
14,0.0,0.0,20.673253913879396,0.8487682424098253,0.58095187,1.0
15,0.0,0.0,20.580692375183105,0.8311159267663956,0.5821626,1.0
16,0.0,0.0,20.466528212833406,0.8027380782335997,0.5874286,1.0
17,0.0,0.0,20.297288319683076,0.805815519618988,0.583091,1.0
18,0.0,0.0,20.275905209159852,0.7694227862268687,0.5829829,1.0
19,0.0,0.0,20.27699790430069,0.7614817426025867,0.58025247,1.0
20,0.0,0.0,20.26943771533966,0.7553181169748306,0.5797919,1.0
21,0.0,0.0,20.294957293510436,0.7522010494470597,0.5774664,1.0
22,0.0,0.0,20.36365243291855,0.7324323938965798,0.57713234,1.0
23,0.0,0.0,20.20689677734375,0.7246651097506285,0.5781245,1.0
24,0.0,0.0,20.158519460582735,0.7135180656194687,0.58067596,1.0
25,0.0,0.0,20.060417789936064,0.7061222132116556,0.5787633,1.0
26,0.0,0.0,20.05416966342926,0.6861869163036346,0.5749529,1.0
27,0.0,0.0,20.02128319425583,0.6807201561927796,0.57785124,1.0
28,0.0,0.0,20.081574681186677,0.6909334564000368,0.5733914,1.0
29,0.0,0.0,20.154604470539095,0.6685179392427206,0.57166046,1.0
30,0.1,0.1,20.201062707996368,0.6631173803836107,0.5698606,1.0
